Employee_ID,Age,Years_Experience,Tenure_TCS,Job_Level,Department,Skill_AI_Basic,Skill_AI_Advanced,Skill_Cloud,Billable_Days,Bench_Days,Project_Type,Performance_Score,Redeployment_Attempts,Geographic_Region,Salary,Client_Satisfaction,Layoff_Status
EMP007179,31,3.3,3.3,Senior,Consulting,True,False,Basic,217,8,Product-Aligned,5.0,1,North America,97042.18,,False
EMP007180,29,17.1,3.1,Junior,Others,True,False,Basic,260,22,Agile,2.1,2,India,29121.83,5.0,False
EMP007181,37,9.3,2.6,Mid,Engineering,True,False,Advanced,225,20,Waterfall,3.3,1,India,50000.0,,False
EMP007182,32,9.5,4.9,Senior,BPO,True,False,None,208,8,Waterfall,3.2,1,India,111410.15,3.76,False
EMP007183,40,8.3,3.2,Mid,Others,True,False,Basic,245,14,Product-Aligned,3.7,3,North America,67454.59,3.32,False
EMP007184,27,13.0,4.0,Mid,IT Services,True,False,None,142,16,Agile,3.0,0,North America,85483.06,3.11,True
EMP007185,35,15.8,2.1,Senior,Others,True,False,Basic,174,13,Agile,4.1,1,North America,104060.12,4.69,False
EMP007186,40,3.1,3.1,Junior,Engineering,True,False,Basic,224,3,Waterfall,5.0,2,Europe,22586.14,,False
EMP007187,22,2.5,2.5,Junior,Consulting,True,False,Basic,171,8,Product-Aligned,2.2,1,India,43265.58,4.37,False
EMP007188,51,5.4,4.5,Mid,IT Services,True,False,None,257,6,Waterfall,3.4,1,India,56573.74,3.48,False
EMP007189,32,6.4,4.1,Mid,IT Services,True,False,None,180,5,Agile,3.2,2,India,62954.23,3.44,False
EMP007190,22,6.2,3.4,Junior,BPO,True,False,Advanced,232,11,Waterfall,3.5,0,Europe,33044.09,,False
EMP007191,36,7.0,6.1,Senior,Engineering,True,False,Basic,204,19,Waterfall,2.6,1,India,111724.44,4.28,False
EMP007192,35,6.6,4.1,Senior,BPO,True,False,Basic,260,27,Agile,3.3,2,India,100313.27,2.66,False
EMP007193,34,6.2,4.0,Junior,IT Services,True,False,None,229,6,Agile,4.1,1,India,41855.15,4.55,False
EMP007194,42,4.8,4.7,Mid,IT Services,True,False,None,223,11,Agile,3.6,0,India,77653.15,2.68,False
EMP007195,40,8.2,6.0,Senior,Others,True,False,None,185,4,Product-Aligned,4.5,2,APAC,97657.4,3.86,False
EMP007196,37,7.1,1.8,Junior,Consulting,True,False,None,177,8,Waterfall,4.3,1,India,28839.2,3.77,False
EMP007197,38,8.1,1.4,Junior,Consulting,True,False,Advanced,202,10,Agile,3.2,0,North America,33386.09,,False
EMP007198,34,7.7,4.5,Senior,BPO,True,True,None,222,5,Product-Aligned,3.7,2,North America,102700.4,3.46,False
EMP007199,49,7.4,6.1,Junior,Engineering,True,True,None,213,12,Product-Aligned,2.4,2,Europe,27149.04,3.41,False
EMP007200,23,6.6,2.1,Mid,Others,True,False,None,141,0,Waterfall,3.3,0,India,70904.22,4.6,False
EMP007201,36,2.4,1.8,Junior,IT Services,True,False,None,186,11,Agile,4.7,1,India,29996.11,3.41,False
EMP007202,35,10.4,5.3,Senior,IT Services,True,False,Advanced,212,22,Agile,3.1,3,India,111791.53,4.0,False
EMP007203,41,7.3,5.7,Junior,Engineering,True,False,Basic,161,13,Agile,3.6,4,Europe,20391.02,4.61,False
EMP007204,28,5.7,3.7,Junior,IT Services,True,False,Basic,216,8,None,2.7,1,North America,45297.66,,False
EMP007205,22,4.6,2.5,Mid,Consulting,True,False,Advanced,182,26,Agile,2.6,0,North America,55611.75,4.81,False
EMP007206,36,6.7,1.6,Junior,IT Services,False,False,None,223,5,Waterfall,4.4,3,India,22703.46,2.39,False
EMP007207,37,6.3,2.2,Junior,IT Services,True,False,Basic,191,31,Agile,3.4,0,India,26057.58,4.97,False
EMP007208,46,12.7,5.2,Junior,Consulting,True,True,Basic,201,21,Waterfall,3.5,1,India,35491.19,,False
EMP007209,24,4.7,4.7,Mid,Consulting,True,False,None,207,9,Product-Aligned,2.8,1,India,68111.95,5.0,False
EMP007210,44,5.3,4.5,Junior,Consulting,True,False,None,221,8,Agile,3.3,0,India,22403.17,3.82,False
EMP007211,53,7.4,4.2,Junior,Engineering,True,False,Advanced,234,11,Agile,3.4,2,India,25697.77,,False
EMP007212,31,16.4,7.4,Senior,IT Services,True,False,Advanced,152,25,Agile,2.6,1,India,98043.86,,False
EMP007213,24,9.6,3.9,Junior,BPO,True,False,Basic,199,4,Agile,4.3,1,North America,29540.04,3.35,False
EMP007214,31,15.4,4.2,Senior,Others,True,False,None,205,8,Product-Aligned,3.3,0,North America,114333.32,,False
EMP007215,35,10.0,2.2,Mid,Engineering,True,False,None,260,7,Agile,3.0,3,India,89138.12,3.42,False
EMP007216,39,4.2,1.7,Senior,Consulting,True,False,None,236,14,Waterfall,2.7,5,India,90367.29,5.0,False
EMP007217,30,7.0,1.9,Junior,IT Services,True,True,Basic,204,13,Agile,3.3,1,North America,36361.11,2.63,False
EMP007218,47,7.0,3.5,Mid,IT Services,True,False,None,150,9,Product-Aligned,3.1,2,India,85086.66,4.73,False
EMP007219,26,16.6,4.3,Mid,BPO,True,False,None,192,6,Waterfall,3.6,1,India,53574.2,3.48,False
EMP007220,22,5.8,3.8,Junior,Others,True,False,Basic,260,7,Waterfall,4.6,1,North America,28160.61,2.75,False
EMP007221,43,6.9,3.9,Mid,IT Services,True,True,Basic,140,21,Product-Aligned,4.0,1,India,51526.2,4.11,False
EMP007222,22,5.3,1.4,Junior,Engineering,True,False,None,191,6,Agile,3.6,2,India,24179.68,3.61,False
EMP007223,33,4.6,4.6,Junior,Consulting,True,False,Advanced,252,10,None,3.2,1,India,57176.68,3.41,False
EMP007224,59,12.4,8.2,Senior,Engineering,False,False,None,260,15,Agile,4.1,3,Europe,96005.84,,False
EMP007225,34,4.3,4.3,Mid,BPO,True,True,None,192,10,Product-Aligned,2.7,2,India,62298.01,3.96,False
EMP007226,26,13.5,3.2,Mid,Consulting,True,False,None,224,21,Agile,3.1,0,Europe,75165.02,,False
EMP007227,34,8.9,3.3,Junior,BPO,True,False,None,239,33,Agile,3.4,1,India,27630.55,5.0,False
EMP007228,34,10.7,5.1,Mid,Others,True,False,Basic,227,29,Waterfall,2.9,3,India,61494.53,4.02,False
EMP007229,36,4.3,4.3,Junior,IT Services,True,False,None,212,7,Waterfall,3.4,0,Europe,20000.0,3.52,False
EMP007230,40,6.3,3.3,Senior,Consulting,True,False,Advanced,255,9,Product-Aligned,2.1,2,APAC,100837.02,3.57,False
EMP007231,26,5.4,5.3,Junior,Others,True,False,Basic,248,8,Agile,3.7,3,Others,44853.6,5.0,False
EMP007232,48,6.1,2.5,Senior,IT Services,True,False,Advanced,219,9,Agile,5.0,2,India,146644.7,3.91,False
EMP007233,36,6.0,2.7,Senior,IT Services,True,True,Advanced,260,6,Agile,3.8,0,Europe,176366.47,3.35,False
EMP007234,40,7.2,7.1,Junior,Others,True,False,Basic,207,8,Agile,3.6,1,India,32366.35,4.56,False
EMP007235,29,12.4,2.8,Junior,BPO,True,True,None,209,13,Waterfall,2.6,4,India,23119.82,4.04,False
EMP007236,45,14.9,5.6,Senior,BPO,False,False,None,191,19,Agile,2.8,0,India,167759.35,4.54,False
EMP007237,32,15.3,4.5,Mid,BPO,True,False,None,105,24,Agile,2.9,4,India,51126.07,,True
EMP007238,37,9.3,4.7,Junior,Engineering,False,False,None,210,8,Agile,2.6,1,India,27728.71,4.61,False
EMP007239,27,13.8,2.5,Senior,Engineering,True,False,Basic,208,12,Agile,3.9,2,India,136618.63,,False
EMP007240,27,6.9,4.7,Senior,Consulting,True,False,None,153,17,Waterfall,3.1,0,India,122118.57,2.58,False
EMP007241,40,5.3,5.3,Mid,Others,True,False,Advanced,173,17,Agile,3.1,1,India,68455.82,4.62,False
EMP007242,31,7.5,4.3,Senior,IT Services,False,False,None,241,18,Product-Aligned,5.0,0,India,93590.3,3.57,False
EMP007243,28,13.2,4.7,Mid,IT Services,True,False,Basic,147,19,Agile,3.0,1,India,61213.25,3.56,False
EMP007244,29,4.6,4.6,Mid,Engineering,True,True,Basic,199,14,Agile,4.1,0,India,60496.67,,False
EMP007245,40,5.2,2.7,Junior,IT Services,True,False,None,234,23,Agile,3.9,1,North America,29042.49,3.26,False
EMP007246,29,10.4,5.3,Senior,BPO,True,False,Basic,156,20,Waterfall,4.4,1,APAC,128627.09,4.34,False
EMP007247,34,10.6,3.9,Junior,IT Services,True,False,None,203,7,None,3.6,1,India,32335.21,3.08,False
EMP007248,35,10.9,5.1,Junior,Engineering,True,False,Basic,215,7,Agile,4.0,0,India,28796.15,,False
EMP007249,22,14.8,5.8,Mid,IT Services,False,False,Basic,235,8,Product-Aligned,2.6,4,Europe,62473.99,4.01,False
EMP007250,23,9.3,7.6,Junior,Consulting,True,False,Basic,212,17,Agile,3.3,1,India,27913.8,4.55,False
EMP007251,37,10.2,5.9,Mid,Others,False,False,Basic,218,3,None,3.7,0,Others,85599.73,3.84,False
EMP007252,29,7.7,4.9,Junior,Engineering,True,True,None,180,18,Agile,5.0,0,India,28098.87,4.79,False
EMP007253,43,4.6,3.3,Junior,Consulting,True,False,None,217,25,Agile,3.3,2,India,31320.23,3.11,False
EMP007254,42,11.8,2.3,Mid,Consulting,True,False,Basic,231,17,Product-Aligned,3.6,2,APAC,61579.33,4.76,False
EMP007255,40,7.2,2.7,Mid,IT Services,True,False,None,144,20,Waterfall,3.4,3,Europe,59787.82,4.94,False
EMP007256,49,9.2,6.3,Mid,Engineering,True,False,Advanced,218,18,Product-Aligned,5.0,0,North America,65081.33,5.0,False
EMP007257,34,10.4,5.2,Mid,IT Services,True,False,None,260,26,None,4.1,1,India,50000.0,3.99,False
EMP007258,40,12.4,2.9,Mid,Others,True,True,Basic,178,1,Agile,3.7,1,North America,55939.27,3.96,False
EMP007259,30,11.4,5.5,Mid,Others,True,True,Basic,206,18,Agile,3.0,1,India,80509.26,4.65,False
EMP007260,54,15.0,2.9,Junior,Engineering,False,False,Basic,169,18,Agile,3.8,0,India,35681.77,,False
EMP007261,50,10.9,1.8,Junior,Consulting,True,False,None,249,7,Agile,4.0,1,North America,31657.42,,False
EMP007262,35,11.2,1.8,Senior,Others,True,False,None,220,19,Agile,3.3,1,Europe,149432.53,3.52,False
EMP007263,38,13.2,3.2,Mid,BPO,True,False,Basic,197,10,Agile,2.6,2,Europe,61845.36,4.43,False
EMP007264,45,8.0,4.1,Junior,BPO,True,False,None,232,6,Waterfall,2.6,0,North America,34008.1,4.7,False
EMP007265,33,4.3,4.3,Junior,Consulting,True,False,None,237,7,Agile,2.7,1,APAC,20631.0,2.73,False
EMP007266,29,12.8,5.7,Senior,BPO,True,True,None,153,3,Product-Aligned,3.9,1,India,103807.13,5.0,False
EMP007267,41,8.0,3.7,Senior,IT Services,True,True,None,218,22,Product-Aligned,4.8,1,India,91141.02,4.2,False
EMP007268,35,16.4,4.7,Mid,IT Services,True,True,Basic,214,15,Waterfall,4.6,1,APAC,75620.89,5.0,False
EMP007269,36,9.1,5.4,Mid,Consulting,True,False,None,200,9,Agile,4.2,3,India,70681.16,3.66,False
EMP007270,28,7.0,7.0,Senior,IT Services,False,False,Advanced,200,17,Agile,4.2,0,India,180611.27,3.93,False
EMP007271,22,10.9,6.3,Mid,Consulting,True,False,None,232,12,Product-Aligned,3.8,0,India,73123.79,3.85,False
EMP007272,36,9.8,2.9,Mid,Consulting,True,False,None,143,11,Waterfall,3.7,1,North America,53024.09,4.09,False
EMP007273,42,10.3,3.4,Senior,Consulting,True,True,Basic,180,12,Product-Aligned,3.1,5,APAC,119374.95,3.4,False
EMP007274,33,7.8,5.1,Junior,Engineering,True,False,Advanced,204,5,Agile,3.6,1,India,36853.34,3.82,False
EMP007275,46,11.8,2.9,Mid,BPO,True,False,None,178,17,Agile,3.9,1,India,90006.26,,False
EMP007276,29,2.8,2.8,Junior,Engineering,True,False,Basic,196,14,Agile,3.5,1,APAC,32145.77,4.32,False
EMP007277,26,11.1,6.0,Junior,IT Services,True,False,Basic,186,22,Waterfall,1.7,0,India,20000.0,4.08,False
EMP007278,34,5.8,2.1,Senior,IT Services,True,False,Advanced,242,11,Agile,2.9,1,North America,102171.22,2.74,False
EMP007279,34,8.4,5.1,Mid,BPO,True,False,Basic,200,20,Agile,3.7,2,India,59510.39,4.04,False
EMP007280,41,5.1,5.1,Mid,IT Services,True,False,Basic,260,17,Product-Aligned,3.4,0,India,60914.2,3.96,False
EMP007281,28,9.3,5.2,Mid,IT Services,True,False,None,200,13,Waterfall,4.2,3,India,92198.25,4.69,False
EMP007282,45,4.1,4.1,Senior,IT Services,True,False,None,244,4,Agile,2.8,0,North America,164590.96,3.78,False
EMP007283,50,3.2,2.8,Senior,Consulting,True,False,Basic,222,12,Waterfall,3.8,2,North America,101041.84,4.07,False
EMP007284,34,8.9,5.8,Mid,Consulting,True,False,Basic,257,16,Waterfall,4.5,0,North America,67764.77,3.88,False
EMP007285,44,6.7,3.0,Mid,BPO,True,False,None,187,13,Agile,3.5,1,India,62559.8,4.44,False
EMP007286,26,21.0,4.1,Mid,BPO,True,False,Basic,209,16,Agile,3.3,2,North America,62111.53,4.67,False
EMP007287,43,10.1,2.8,Mid,BPO,True,True,None,148,15,Product-Aligned,4.3,1,India,62467.14,,False
EMP007288,43,13.8,4.0,Senior,Consulting,True,False,Basic,142,16,Agile,2.5,1,India,108999.65,,True
EMP007289,41,17.1,5.8,Junior,IT Services,True,False,None,234,3,Waterfall,3.2,1,North America,31790.3,4.11,False
EMP007290,34,5.6,2.4,Mid,Others,True,False,None,170,10,Waterfall,2.3,1,India,53322.82,4.27,False
EMP007291,22,9.9,3.2,Junior,Engineering,True,False,None,240,16,Agile,3.4,0,India,26295.73,4.34,False
EMP007292,29,6.9,4.5,Mid,BPO,False,False,Basic,198,10,Product-Aligned,4.3,0,India,86269.78,4.19,False
EMP007293,29,10.1,3.7,Junior,Others,True,True,Basic,236,3,Waterfall,3.4,1,India,38653.52,4.31,False
EMP007294,27,6.6,4.1,Senior,BPO,True,False,None,232,12,Agile,2.6,1,Europe,95734.51,,False
EMP007295,35,7.8,3.7,Mid,IT Services,True,False,None,102,9,Waterfall,4.3,1,India,62112.16,,False
EMP007296,31,7.2,5.5,Senior,Engineering,True,False,None,188,15,Agile,3.8,1,India,132736.69,,False
EMP007297,28,8.5,3.3,Senior,IT Services,True,False,None,158,20,Agile,2.9,0,India,145078.0,4.55,False
EMP007298,26,10.4,3.8,Senior,Engineering,True,False,Advanced,75,17,None,4.2,0,APAC,106378.96,4.47,False
EMP007299,29,9.0,3.6,Junior,IT Services,True,False,None,173,12,Product-Aligned,3.8,3,Europe,28723.45,2.52,False
EMP007300,43,7.7,2.2,Junior,Engineering,True,False,None,134,14,Waterfall,4.8,1,India,21263.7,,False
EMP007301,29,16.5,7.3,Mid,IT Services,True,False,Advanced,198,16,Agile,3.4,1,Others,64625.12,4.05,False
EMP007302,30,9.3,9.3,Mid,Others,True,True,Advanced,169,15,Waterfall,4.1,0,APAC,100000.0,,False
EMP007303,31,8.6,4.2,Junior,Consulting,True,False,Advanced,220,17,Agile,2.0,0,India,29915.32,3.33,False
EMP007304,37,4.7,4.5,Senior,BPO,True,False,Basic,203,24,Agile,2.6,0,India,119622.51,3.68,False
EMP007305,38,10.4,2.6,Mid,IT Services,True,True,Basic,236,5,Agile,3.2,2,India,70377.04,3.98,False
EMP007306,22,7.3,4.5,Mid,Consulting,True,False,None,234,9,Agile,3.8,4,India,81153.74,4.16,False
EMP007307,43,9.3,6.0,Senior,IT Services,True,True,None,233,12,Agile,3.3,1,North America,95105.7,4.29,False
EMP007308,46,9.8,2.9,Senior,Consulting,False,False,Basic,212,12,Agile,3.2,1,India,94107.42,3.43,False
EMP007309,26,12.2,5.8,Junior,BPO,True,False,None,186,13,None,3.4,1,India,50690.32,,False
EMP007310,27,8.3,4.0,Mid,IT Services,False,False,Advanced,180,6,Waterfall,4.0,0,Europe,50000.0,2.95,False
EMP007311,31,17.5,3.2,Mid,Consulting,True,False,Basic,172,6,Agile,3.3,1,India,75958.33,3.29,False
EMP007312,28,21.9,1.9,Mid,Others,True,False,None,192,10,Product-Aligned,3.4,4,India,65627.1,,False
EMP007313,36,9.7,3.9,Mid,Engineering,True,False,None,235,28,None,3.8,1,North America,67071.11,3.95,False
EMP007314,22,5.4,5.4,Junior,Consulting,False,False,None,238,9,Agile,5.0,0,North America,26891.49,,False
EMP007315,26,11.5,2.2,Junior,IT Services,True,False,None,138,5,Waterfall,3.2,0,North America,39484.71,4.44,False
EMP007316,47,9.9,3.5,Junior,BPO,True,True,Advanced,207,6,Waterfall,4.6,1,Europe,22698.52,,False
EMP007317,27,5.2,1.4,Junior,IT Services,True,True,None,202,20,Waterfall,2.9,3,India,47627.53,2.62,False
EMP007318,44,9.1,4.9,Junior,IT Services,True,False,None,157,9,Agile,4.0,3,India,21810.59,4.59,False
EMP007319,37,13.7,4.2,Senior,BPO,True,False,Advanced,230,16,Agile,2.7,0,Others,93007.48,,False
EMP007320,22,9.7,4.3,Junior,Consulting,True,False,None,260,12,Waterfall,4.2,1,India,28980.67,3.14,False
EMP007321,40,9.6,2.1,Mid,BPO,True,False,None,182,12,Product-Aligned,3.9,1,India,55389.63,3.75,False
EMP007322,34,6.2,5.3,Senior,Consulting,True,False,None,198,25,Waterfall,4.4,0,India,128395.66,5.0,False
EMP007323,31,8.5,3.3,Junior,IT Services,False,False,None,221,5,Agile,2.6,4,India,46983.06,,False
EMP007324,36,9.2,5.4,Mid,Consulting,True,False,None,260,17,Waterfall,3.4,1,India,62756.05,5.0,False
EMP007325,38,10.3,1.5,Junior,IT Services,True,False,None,235,11,Product-Aligned,3.0,1,India,23690.65,4.12,False
EMP007326,40,5.2,3.5,Junior,BPO,True,False,None,173,0,Waterfall,3.1,0,India,27147.1,,False
EMP007327,44,13.4,2.5,Mid,Engineering,True,False,Basic,169,11,Product-Aligned,2.4,5,India,55926.31,3.64,False
EMP007328,38,7.8,5.0,Junior,Consulting,True,False,Basic,200,8,Agile,3.0,0,North America,43798.45,3.94,False
EMP007329,23,3.5,1.6,Mid,BPO,True,True,None,196,8,Product-Aligned,4.0,2,India,58382.55,,False
EMP007330,31,7.5,2.5,Junior,Consulting,True,False,None,230,20,Agile,3.4,4,Europe,26687.16,3.54,False
EMP007331,58,11.3,2.8,Senior,Consulting,True,False,Basic,200,20,Waterfall,4.9,0,India,106631.44,3.79,False
EMP007332,40,5.5,2.6,Junior,IT Services,True,False,Basic,208,12,Agile,3.6,0,India,37253.88,2.89,False
EMP007333,53,14.9,7.6,Junior,Others,True,False,None,169,21,Waterfall,4.2,3,Others,20731.0,3.68,False
EMP007334,46,4.6,4.6,Mid,Others,True,False,Advanced,194,7,Agile,3.0,2,India,67314.34,2.72,False
EMP007335,36,5.1,3.9,Junior,IT Services,True,True,Basic,219,16,Agile,2.3,1,North America,38653.09,2.42,False
EMP007336,37,12.1,8.8,Junior,Engineering,True,True,None,260,7,Agile,3.8,3,Europe,20009.05,4.48,False
EMP007337,34,5.8,3.1,Junior,BPO,True,False,Advanced,198,11,Waterfall,4.1,1,India,36912.96,,False
EMP007338,22,15.4,5.9,Senior,Engineering,True,False,Basic,211,1,Product-Aligned,3.6,1,India,90018.98,,False
EMP007339,35,9.8,6.2,Mid,BPO,False,False,Advanced,180,13,None,3.6,1,APAC,56135.85,,False
EMP007340,44,17.7,2.9,Junior,BPO,True,False,Basic,168,7,Agile,4.5,1,India,21846.33,3.18,False
EMP007341,30,12.0,7.0,Mid,IT Services,True,False,None,220,11,Waterfall,3.5,1,India,68493.85,2.77,False
EMP007342,38,9.8,5.7,Mid,Engineering,True,False,None,219,8,Agile,2.9,2,Europe,70366.77,3.94,False
EMP007343,41,11.5,2.2,Junior,IT Services,True,False,None,147,5,Waterfall,4.9,1,India,20842.06,3.62,False
EMP007344,27,17.7,4.8,Senior,BPO,True,False,Basic,145,15,Agile,5.0,1,India,100109.27,,False
EMP007345,31,10.2,2.5,Junior,Engineering,True,True,Basic,238,8,Agile,4.7,3,India,31833.18,3.96,False
EMP007346,26,10.5,9.5,Mid,BPO,True,False,None,169,9,Product-Aligned,4.3,1,Others,52275.96,,False
EMP007347,28,8.1,6.4,Senior,IT Services,False,False,Basic,205,6,None,3.4,0,India,92084.05,3.89,False
EMP007348,24,14.1,1.4,Junior,IT Services,True,False,Basic,211,3,None,4.0,2,APAC,27767.36,3.23,False
EMP007349,27,4.5,2.0,Junior,BPO,True,False,Basic,206,16,Agile,3.5,2,North America,31001.44,4.34,False
EMP007350,46,5.4,5.3,Mid,Consulting,True,False,Basic,190,5,Agile,3.1,5,India,78616.36,3.97,False
EMP007351,27,12.4,2.2,Mid,BPO,True,False,Basic,225,13,Product-Aligned,2.3,2,India,58291.06,5.0,False
EMP007352,36,9.0,2.4,Senior,IT Services,True,False,None,247,4,Product-Aligned,3.8,1,India,97991.19,4.44,False
EMP007353,30,27.1,4.2,Junior,Consulting,True,False,None,199,10,Product-Aligned,4.3,3,Europe,26080.85,4.57,False
EMP007354,44,7.1,3.2,Mid,Others,True,False,Basic,144,27,None,3.5,1,India,50000.0,4.09,False
EMP007355,45,13.8,3.8,Senior,IT Services,True,False,Advanced,154,13,Agile,4.6,2,Others,103790.04,,False
EMP007356,41,7.0,7.0,Mid,IT Services,True,False,Basic,256,16,Waterfall,4.1,0,India,64047.71,4.12,False
EMP007357,37,7.7,4.4,Mid,IT Services,True,False,Advanced,168,7,None,2.5,0,India,60193.07,4.88,False
EMP007358,33,5.4,3.3,Senior,BPO,True,True,None,238,7,Product-Aligned,4.4,1,APAC,105033.83,,False
EMP007359,25,16.8,5.8,Mid,Consulting,True,False,Basic,146,9,Agile,3.2,2,Europe,75525.79,3.7,False
EMP007360,50,7.7,1.3,Senior,BPO,True,False,Basic,149,7,Waterfall,2.6,1,India,90000.0,,True
EMP007361,28,10.8,4.3,Junior,IT Services,False,False,Basic,217,6,None,3.0,2,India,42670.96,2.69,False
EMP007362,40,13.4,2.6,Mid,BPO,True,False,None,171,13,Waterfall,4.9,5,India,54427.45,4.16,False
EMP007363,43,5.8,5.8,Junior,Engineering,True,False,None,252,30,Agile,4.9,1,Europe,20000.0,3.04,False
EMP007364,30,14.9,3.4,Senior,Consulting,True,False,None,199,11,Waterfall,3.2,2,India,94548.72,3.42,False
EMP007365,43,14.8,4.0,Mid,BPO,True,False,None,164,11,Product-Aligned,4.3,0,India,66040.27,,False
EMP007366,41,9.7,3.2,Mid,IT Services,True,True,None,149,21,Agile,3.9,1,Europe,68345.04,5.0,False
EMP007367,48,6.4,2.7,Junior,IT Services,True,False,Basic,260,10,Waterfall,3.2,3,Europe,36737.54,4.17,False
EMP007368,31,19.3,2.5,Junior,IT Services,True,False,Advanced,192,20,Agile,3.7,3,Europe,31609.38,4.14,False
EMP007369,24,10.5,2.6,Junior,BPO,True,False,Basic,196,18,Agile,2.1,0,APAC,37546.64,,False
EMP007370,30,7.0,2.5,Mid,Consulting,True,False,None,191,6,Product-Aligned,3.1,3,India,76256.6,4.49,False
EMP007371,36,10.9,4.8,Junior,BPO,True,True,Basic,208,3,Waterfall,3.4,1,North America,22509.53,3.81,False
EMP007372,35,8.2,3.3,Mid,IT Services,True,False,Basic,209,12,Product-Aligned,3.8,1,India,54481.68,5.0,False
EMP007373,31,12.7,2.2,Mid,Consulting,True,False,Basic,201,13,Agile,4.5,1,India,75922.59,4.08,False
EMP007374,22,6.5,4.0,Mid,IT Services,False,False,Basic,130,6,Agile,5.0,2,India,77912.57,3.88,False
EMP007375,38,7.2,2.4,Mid,BPO,True,True,None,229,5,Agile,2.9,0,India,70068.31,3.3,False
EMP007376,50,13.0,6.2,Senior,IT Services,True,False,None,189,5,Waterfall,3.9,0,Europe,105727.19,3.29,False
EMP007377,38,9.1,4.7,Junior,Engineering,True,False,Basic,242,13,Agile,3.9,0,Europe,28915.33,5.0,False
EMP007378,39,9.2,3.3,Mid,BPO,True,False,None,260,14,Agile,1.3,0,India,50463.36,4.13,False
EMP007379,39,3.2,3.2,Junior,BPO,True,True,None,199,10,Waterfall,4.0,2,India,28377.94,4.6,False
EMP007380,38,12.7,2.7,Mid,Consulting,True,False,Advanced,207,24,Waterfall,3.0,2,India,88673.77,5.0,False
EMP007381,42,4.9,4.5,Mid,IT Services,True,False,None,187,13,Agile,2.1,4,India,51875.41,3.68,False
EMP007382,38,6.0,4.7,Mid,Engineering,True,False,Basic,147,5,None,3.5,4,India,67657.63,5.0,False
EMP007383,32,13.4,3.7,Mid,BPO,False,False,None,257,8,Agile,4.2,4,India,75638.78,,False
EMP007384,28,11.6,5.4,Junior,Consulting,True,True,Advanced,184,12,Product-Aligned,2.9,3,North America,39122.56,3.69,False
EMP007385,33,5.1,3.9,Junior,Engineering,True,False,Advanced,208,19,Waterfall,4.9,0,Europe,38997.45,3.61,False
EMP007386,37,11.2,5.6,Mid,IT Services,True,False,None,131,7,Product-Aligned,3.0,0,India,61268.13,4.58,False
EMP007387,32,8.9,6.1,Mid,Others,True,False,Basic,155,26,None,5.0,0,Europe,59870.53,3.95,False
EMP007388,37,14.9,1.9,Junior,IT Services,True,True,Basic,110,17,Product-Aligned,3.4,1,India,23015.95,4.96,False
EMP007389,38,7.7,6.0,Junior,Engineering,True,False,None,205,5,Product-Aligned,4.7,4,India,26756.74,3.5,False
EMP007390,41,6.6,3.2,Mid,BPO,True,False,Basic,163,17,Waterfall,3.4,2,India,63260.85,5.0,False
EMP007391,45,9.8,3.9,Senior,IT Services,True,False,None,181,15,Waterfall,3.4,5,Europe,106717.45,3.87,False
EMP007392,35,18.6,2.3,Mid,BPO,True,False,None,205,10,Product-Aligned,3.1,1,India,76984.16,,False
EMP007393,24,7.9,2.7,Junior,Consulting,True,False,None,138,17,None,3.3,2,India,28460.95,3.65,False
EMP007394,32,10.9,4.8,Junior,Engineering,True,True,None,177,13,Agile,3.1,3,India,25777.81,,False
EMP007395,35,7.7,4.1,Mid,Others,True,False,None,209,9,Agile,3.3,0,Europe,64708.42,2.85,False
EMP007396,22,11.1,7.4,Mid,Consulting,True,False,Basic,205,8,Agile,4.6,0,India,69403.07,3.38,False
EMP007397,46,8.2,4.3,Junior,Engineering,True,False,None,112,10,Product-Aligned,4.0,0,Europe,20930.09,,False
EMP007398,36,3.9,2.1,Junior,Consulting,True,False,Advanced,217,11,Agile,2.2,0,India,29619.88,4.01,False
EMP007399,38,9.2,3.0,Mid,IT Services,True,False,None,154,10,Agile,3.4,1,Others,50600.57,3.77,False
EMP007400,45,7.7,7.1,Junior,IT Services,True,False,Basic,207,18,None,4.7,1,India,32448.9,2.55,False
EMP007401,29,6.8,5.9,Mid,Consulting,True,False,None,208,6,Product-Aligned,4.2,3,India,60787.6,4.02,False
EMP007402,39,9.1,7.5,Senior,Engineering,True,True,None,254,30,None,2.9,0,India,93552.58,,False
EMP007403,34,15.6,3.8,Senior,Engineering,False,False,None,199,6,Agile,3.1,0,Europe,113659.93,4.54,False
EMP007404,33,5.4,3.2,Mid,Engineering,True,False,Basic,181,7,Waterfall,4.0,0,North America,85575.23,,False
EMP007405,28,6.5,6.5,Junior,Consulting,True,False,None,159,3,Agile,2.9,1,India,33971.12,3.8,False
EMP007406,48,15.5,4.7,Junior,Engineering,True,False,Basic,214,10,Product-Aligned,2.6,2,APAC,20811.55,,False
EMP007407,31,10.8,5.0,Junior,Consulting,True,False,Basic,141,24,Agile,3.5,1,India,20000.0,4.07,False
EMP007408,40,6.5,1.7,Junior,IT Services,True,False,None,169,16,None,4.0,0,Others,24138.45,2.76,False
EMP007409,22,8.8,3.4,Junior,Consulting,True,False,Advanced,80,7,Agile,3.7,2,North America,21639.84,3.91,False
